Number,CommentText,Trinary,Source
813,Nepster has a good solution to this problem,-1,StackOverflow
814,"Thanks guys, I will use parameters.",1,StackOverflow
815,"Taking a look at the documentation, I don't know if `Classes/**.*` can be the right string you have to type. I think that it will not accept the * for the extensions (it is only my opinion).",0,StackOverflow
816,"Try typing the exact extension file like you did ( `{h,m}`).",1,StackOverflow
817,"In fact, I saw other podspec files and all of those use the `{h,m}` instead of `*`",0,StackOverflow
818,"`document.ready` is called when the DOM load is complete, which is when your view gets rendered. A ajax load which appends `html` to an existing div doesn't trigger the same. You can wrap `SetupMenuItems` in a anonymous function and invoke it immediately: `(function(){  /* SetupMenuItems code goes here */})()` as the ctx but not sure if this will work.""",0,StackOverflow
819,"@tmyklebu - because it is ungrammatical, and difficult to parse.  Change ""decide"" to ""decide that"" and the meaning becomes more clear.",-1,StackOverflow
820,I understand.Thanks.,1,StackOverflow
821,"As the robot says, it's much simpler to do that if you want to put multiple of them together.",0,StackOverflow
822,so in that case you can not drive through this folder of device as yo can not see this folder,0,StackOverflow
823,"I basically copy and pasted your code, errors for both lambda arguments passed to SetupHook() and yes, I am indeed using visual studio",-1,StackOverflow
824,"@Barmar nope. When I had my URL incorrectly I did get an error. Now i just get nothing, which suggests the start of the URL is fine but I'm not adding the right request to the end of the URL to get the `product` data in the JSON",1,StackOverflow
825,Run `uname -r` (which is part of the Makefile),0,StackOverflow
826,Link not works.,0,StackOverflow
827,I'm just going to assume I'm not getting more responses.,0,StackOverflow
828,"ah wait now I ustood.. sorry my mist.. I dint see the order by there.. anyways i was caught aloof by the missing ,",-1,StackOverflow
829,did u change the name of your apk?,0,StackOverflow
830,"To put it another way, when a thread acquires (locks) a critical section it locks out all other threads. That lasts until the owning thread has released all of its locks on the critical section, at which point another thread (or the same one again) may become the new owner and lock-out all other threads.",-1,StackOverflow
831,Did you found any luck? you can accept this answer if this is your solution,1,StackOverflow
832,"IE and Edge sends a request to the server if `src` is set to `""`, similar to `img` elements.",0,StackOverflow
833,"The attribute should instead be removed, [as recommended by the standard](https://html.spec.whatwg.org/multipage/embedded-content.html#best-practices-for-authors-using-media-elements).",1,StackOverflow
834,"@M.Deinum: Right, it will work for recent versions for EL implementations.",0,StackOverflow
835,"@AmritKahlon I'm after a solution to use Checkout from an Android webview, how did you get on?",0,StackOverflow
836,"@Yadheendran - The calls to ""parallaxScroll(NUM_OF_PIXELS_TO_SCROLL)"" take a parameter, if you increase the magnitude of the parameter it will scroll faster.",0,StackOverflow
837,"You could also decrease the interval time on the ""window.setInterval"".",-1,StackOverflow
838,"I replaced my code as ""SQLiteOpenHelper helper = new SQLiteOpenHelper(this)",0,StackOverflow
839,"@Param There is an edit link at the bottom of your question. I would strongly implore you to read through what I have said very carefully and try to understand what I am saying. Questions about that are fine. But unless to tell each discrete item what weight range can be applied to it, then any other way of matching requires ""brute force"" and is not an efficient search. I'm not trying to solve on the data you presently have, but advising you as to what you should do to make life simple.",1,StackOverflow
840,try to add .url at the end:&#xA,0,StackOverflow
841,@JesúsSánchez I just mean that if another developer was to use your GenericRepository it may come as a surprise if the behaviour suddenly is different when T is IAuditable.,0,StackOverflow
842,Please add port in database.yml which is accuaring by your database postgresql,1,StackOverflow
843,yes sir. But i get the same error,-1,StackOverflow
844,"@MarkReed, I have updated my answer. Is this more right? Or am I still missing the point?",0,StackOverflow
845,"@JanGorecki, I actually don't have any issues with how many arguments `data.table` has (I phrased this poorly), but for example sometimes I feel that `i` shouldn't be used for both joins and indexing, though the compact syntax is nice (as opposed to `merge`), so I basically have mixed feelings about it.",-1,StackOverflow
846,"And btw, you really should not echo the error message, because if error happens, the error will be send to the client and be written into your DOM document (HTML select). The cities should be either sent, or not (empty response body).",-1,StackOverflow
847,"To distinguish whether or not the response is valid, is by using HTTP status code. https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",0,StackOverflow
848,The problem is that you *constantly poll* but don't like that the constant poll constantly consumes resources.,-1,StackOverflow
849,"@amit: You must trust that your compiler will use the best it can from the hardware. You might want to verify this by inspecting the generated code if there is a performance bottleneck, but the compiler usually knows the architecture better than we do.",1,StackOverflow
850,You might want to look [here](http://stackoverflow.com/a/7186810/36565),0,StackOverflow
851,@Yasoda can you tell about above comment,0,StackOverflow
852,@manoel usually the naive simple algorithms are the recursive ones and the tricky ones are the non recursive variants.,-1,StackOverflow
853,"forgot to mention, I have a runner class that does the printing but isn't functioning in this case.... It's now mentioned in my OP",0,StackOverflow
854,"@Mr.Alien Edited to clarify. And I failed to mention also entirely feasible in a great many cases. Dynamism on pages is something I strive for, surely, I'm not against this, but to assert that to do otherwise is _wrong_ is, well, _wrong_.",-1,StackOverflow
855,"@user59 weird, how could Arabic characters be encoded in Windows-1252?",-1,StackOverflow
856,"Use $name = iconv('cp1252', 'utf-8', $name)",0,StackOverflow
857,@Marco Demaio: The `$Version=1` attribute is part of the RFC specifications to identify the cookies of those specifications and might get important when browsers start to implement them (although I’m not sure how the `document.cookie` value will reflect that).,1,StackOverflow
858,"Ya, what's uniqueStringRepresentation?  Doesn't seem to be a nsoutliveview method.",0,StackOverflow
859,"@supercat: Agreed that it's too bad Intel didn't do something more useful with the flags for IMUL.  Although honestly, if it saved any transistors, I don't blame them.  Reading flags after IMUL is really rare, and compilers still generally don't do that (because integer overflow detection is usually not done at all).  It just means an extra instruction to detect overflow in some cases, or maybe having to use the one-operand form, I think.",-1,StackOverflow
860,"@BenAlpert, yes - good point.",1,StackOverflow
861,Edited above.,0,StackOverflow
862,That's insane. Like *literally* insane. Why does it behave that way? Thank you very much!,1,StackOverflow
863,It inherits UIView that does however.,0,StackOverflow
864,yes but you're not guaranteed that someone else is not using `data-href` attribute for something else in the underlying libraries or templates.,0,StackOverflow
865,"Hah! I tried, and I didn't work, but I wonder why I don't see other answers here not using your mechanism, I mean they just directly set the lineSpacing. See the accepted answer...",1,StackOverflow
866,"Thanks a lot, that did work and the file is now going into the ftp folder.",1,StackOverflow
867,"The only issue im having now is that the file name is no longer being inserted into the database, any ideas?",0,StackOverflow
868,"No errors and I know the sql query works because if i remove the image upload stuff the name goes into the database, new code edited above. Thanks",-1,StackOverflow
869,"@repeat - Sorry, you're right.",0,StackOverflow
870,But the same problem still exists.,-1,StackOverflow
871,"Sure, but I still don't get your point about constructors. Same 'Why' here :)",1,StackOverflow
872,Last Question! Can you refer me a good resource where I can understand MySQL quiet deeply and with solid explanation?,1,StackOverflow
873,Sorry i didn't get,-1,StackOverflow
874,@meher there are many other BroadCastReceiver that you can use to start your Service. For e.g: Date and Time change.,0,StackOverflow
875,"okay thanks, thats a good idea. Nobody has to spend time answering questions here but it's great helping eachother out, I am sure it will be on point and you will be rewarded, thanks!",1,StackOverflow
876,It is not necessary but i say taht supposing that you are using a javascript function to submit this form&#xALook i think you must do a var_dump($_POST) in your page that will show results and detect how posted variabled acts&#xA&#xAfor the first time you access the page what do you have as posted variables&#xA&#xAThen after applying some search condition what variables are posted&#xA&#xAThen after sorting the result what variable sorted&#xA&#xA,0,StackOverflow
877,@CaptainGiraffe: Since strings are immutable you can just use the original - no point in making a copy,0,StackOverflow
878,"thank you all , problem solved.",-1,StackOverflow
879,"Yes, installed couple of days ago, CI 2.2.1",0,StackOverflow
880,"Hope you found the answer useful. If so, you may accept it.",1,StackOverflow
881,finnally solved....,0,StackOverflow
882,"also need to remove the "", foreign key=xxxx"" from    has_many :presenters, :foreign_key => ""person_id""",-1,StackOverflow
883,"@Qantas 94 Heavy sorry, i edited the wrong post. (can't add comment on the post bellow, lack of reputation, sorry again)",-1,StackOverflow
884,It will be a valid jquery object but it won't contain any elements. If you do alert(textBox1.length),0,StackOverflow
885,"Another way would be to target all inputs with class gh ""$("".gh"").live(""keyup"", function(){})",0,StackOverflow
886,But using class selectors without a set id root can be slow in IE as IE doesn't support the base getElementsByClass.,1,StackOverflow
887,"So on the `PHP` side, have it write the contents of a database table to file, save that, and then pass the file location across so to be read in the `C++` program, [kind of like this](http://stackoverflow.com/questions/6574927/exporting-mysql-table-to-txt-or-doc-file-using-php)?",1,StackOverflow
888,that did the trick for chrome ... luckily in this case i only needed to support wekkit ...,1,StackOverflow
889,ok. 1 last question which will be root view controllor?,0,StackOverflow
890,"thanks, for the explanation any chance i can get a like in the question?",1,StackOverflow
891,"@Paul one would be Herb Sutter of the ISO C++ committee. He cites this multiple times, but Modern C++ Coding Standards is a good one to check out. Stroustrup also goes into this in The C++ Programming Language (why do you think he allowed it so we don't have to define all variables at the top of a block?).",-1,StackOverflow
892,@Norman: I see what you mean.,0,StackOverflow
893,Is it okay to assume that part 4 will always start with `1`?,0,StackOverflow
894,"@EJP Several times, as a matter of fact :) . user1056561 : Test your own code, I've answered enough of your questions.",1,StackOverflow
895,I get an XmlHTTPRequest Error. It apparently cannot parse a local file,0,StackOverflow
896,@AakashM Thanks for your Reply. Now I understood.,1,StackOverflow
897,"My answer mentions that you need to manually unpack the AAR if you are using Eclipse. The important thing is that you must use play-services-wearable and not play-services on a wearable device, or you will get the error message that the OP asked about. In the past, if you got these mixed up, it would still accidentally work, but over time the versions have changed and this is now important and we are starting to see these kinds of questions pop up.",-1,StackOverflow
898,write categories.add(c1),0,StackOverflow
899,"@user1685095 My best advice is to take a long and hard look at your `Vertex` and `Edge` classes and discard absolutely everything you can. Forget about any ""nice OOP principles"", get down to the metal. Use arrays of primtive `int`s as much as you can: you can for example replace an array of objects containing three `int`s each with three arrays of `int`s. It is **way** more memory-efficient.",1,StackOverflow
900,"Just now I came though few pages and found that we cant attach an image to a body with `mailto`, it is only limited for text and not for html.",0,StackOverflow
901,"So, we should probably go for `php`.",0,StackOverflow
902,Try just search\/[^\s]+,0,StackOverflow
903,"Of course, just delete it from one sectioion and add it to the other",0,StackOverflow
904,"Does a private member-array count as ""local,"" since it's not accessible from other locations?",0,StackOverflow
905,"@Bob M.: This is why you need to give a good, complete example of your data **in your question**, so that you avoid a long series of comments like this.",-1,StackOverflow
906,"If there are any more requirements to add, please put them in your question where they belong.",1,StackOverflow
907,"At any rate, you can handle extra strings like `<br>` and `<c>` by first removing them from your string before applying your regex, like so: `strContents = regexprep(strContents,{'<c>','<br>'},'')",1,StackOverflow
908,"@Rahul - It sounds like your URL is not correct (or the server is blocking the request) - when it is correct, make sure you support serving JSONP to the user, normal JSON without the wrapper won't work for cross-domain.",-1,StackOverflow
909,"No. The underlying FILE data structure may <i>contain</i> a socket (or a file descriptor, or a buffer), but it is not itself a socket.",0,StackOverflow
910,"You can't pass a FILE * to a function that expects a socket (bind for example), and you can't pass a socket to a function that expects a FILE * (fclose for example). In the usual usage of the word polymorphism, you'd have to be able to pass a FILE anywhere you'd pass a socket or visa versa depending on which way you are claiming the inheritance runs.",0,StackOverflow
911,"I've done some experiments that lead to mixed results, please see the new lines added at the bottom of the original post. Thanks",1,StackOverflow
912,"Cool now it works, +1 for a very good solution",1,StackOverflow
913,@AHF: I think accepted answer solves that. Please read that answer.,1,StackOverflow
914,the returned vector isn't the same it change depending on the give index and each index is valid only for one row of the dataframe,0,StackOverflow
915,but one little thing where to implement code to scroll back on top after changing image? :/ @SrAxi,-1,StackOverflow
916,"For me, I think it's easier to add TC_NODELAY than it is to mess with buffering policy.",0,StackOverflow
917,http://www.cs.york.ac.uk/rts/books/RTSbookThirdEdition/chap5.pdf and http://www.cs.york.ac.uk/rts/books/RTSBookThirdEdition.html may help @reiner,0,StackOverflow
918,"BTW: Even C++11x, C++14x nor any future standards, nor anyone else did yet care about that issue. So, I18N in C++ is still a thing where solutions are still expected...",1,StackOverflow
919,"As others have mentioned, Joey Liu's solution is no longer working.",0,StackOverflow
920,This one does!,1,StackOverflow
921,As I said above you need to specify the X and Y co-ordinates of your image within the sprite.,1,StackOverflow
922,"@Rob Cooper,  It says, devenv is not valid.",0,StackOverflow
923,What I suppose to do,0,StackOverflow
924,"""unlock your device and confirm the backup operation"" - Yeah, so I unlocked the device using fastboot oem unlock. That deleted everything on my device. Thanks for the warning.",1,StackOverflow
925,"I think we're running in circles. The two compilations are completely separate and have no effect on one another. The fact that they are part of the same ""project"" is irrelevant.",0,StackOverflow
926,@this.lau_ after some thought I think the separator representation is the best...,1,StackOverflow
927,Could you please update your answer so that I can accept it with the most relevant info?,1,StackOverflow
928,"And thanks maaartinus for the suggestion, I will implement a class to take care of it.",1,StackOverflow
929,It's redundant in the sense that strip_tags isn't necessary if you use htmlspecialchars.,-1,StackOverflow
930,"htmlspecialchars may indeed still be necessary if you use strip_tags, because it escapes characters that have significance in HTML (such as '<', without it being part of a tag).",0,StackOverflow
931,"@M.M: I doubt very much that the authors of the Standard intended to change the behavior of two's-complement systems, except possibly in diagnostic builds which were intended to warn of portability issues that could arise if code were ported to non-two's-complement systems.  I don't think C++ bends over backward to accommodate non-two's-complement architectures, and thus wouldn't need to grant such an allowance.",-1,StackOverflow
932,Did you try the update?,0,StackOverflow
933,When i'm implementing this to your codepen it works correctly,0,StackOverflow
934,@David: to be used with caution then :/,-1,StackOverflow
935,I'm not suggesting that it documents anything in the caller-callee interface.  But it may help the author/editor of the function implementation itself.,0,StackOverflow
936,@baba ill try that new version,-1,StackOverflow
937,Let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/128219/discussion-between-unbreakable-and-stephen-muecke).,0,StackOverflow
