Number,Content,Trinary,Source
26625,"is rotting away at her desk. Would've been really down and out but thanks to YL, you made my day. You're the best support system - EVER!",1,Twitter
26626,I'm feeling so weak and tired from seating down in front of the pc. I really need to study for my HA long quiz.,-1,Twitter
26627,@monica058 Happy Anoop Day to you too Monica,1,Twitter
26628,"@erinmmoore if we actually watch it, yes we can admit it... our popular culture doesn't define our Christianity!",1,Twitter
26629,"@TennealMaree haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive",1,Twitter
26630,"@geerlingguy http://tinyurl.com/dlqo2p is a good one, nice",1,Twitter
26631,@savepolaroid happy polaroid week back at ya! #roidweek yeah,1,Twitter
26632,Everyone MUST watch this...it's Snowball the dancing bird &amp,0,Twitter
26633,@purely_distel Maybe u have natural ability for languages  I envy u on that !!,-1,Twitter
26634,"alright, back from my twitter decompression  Happy monday folks, what's the good word?",1,Twitter
26635,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",1,Twitter
26636,"@donna_grant  Hey Donna, lovely to see you on Twitter.",1,Twitter
26637,shouldn't have stayed up til almost 2 reading &quot,0,Twitter
26638,My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,-1,Twitter
26639,"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",1,Twitter
26640,"It's weird waking up in my own bed. Slightly comforting, but i miss the group. But i'm loving using my own pillow again!",1,Twitter
26641,"@BleedBlacknGold meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",1,Twitter
26642,@gabyrosario Thanks for the shoutout,1,Twitter
26643,now that was my first try at any other language on Twitter other than english,0,Twitter
26644,has a new nick name - arosh ..i like i like,1,Twitter
26645,yEssss!!! goT ma TwiN oN LoCK!!!  weLcomE tWiiN,1,Twitter
26646,@gabbyfek yaaaaaay i get to see you too   looking forward to cupcakes and fun.,1,Twitter
26647,@FunderCats Munderday. I like that.,1,Twitter
26648,@impaulgriffiths pauly wallly ! you made my life fucking happy as hell and i love you x3 you should reply back to me,1,Twitter
26649,"@SteveS86 Not true, you can get worse burns today... don't forget sunscreen",-1,Twitter
26650,"http://pic.gd/63ef My college, My friends",1,Twitter
26651,Wohoo! Going to see Eddie Izzard in December!,1,Twitter
26652,@jlovely crossing my fingers for ya! &amp,1,Twitter
26653,"@Maritzasylvia Uhhh.. not yet, maybe my DM inbox is just slow. I'll let you know when it shows",1,Twitter
26654,"@ronenk @jewlicious Guys, nothing is free in life. Where is my shidduch money?",0,Twitter
26655,@juliefernn jajaja es genial el tweetdeck,0,Twitter
26656,Supernatural was good as  Loved it.,1,Twitter
26657,on the london eye. Awesome but feel a bit sick. Madame Tussaud's next,1,Twitter
26658,@colbycolberson then stop staying out all night,0,Twitter
26659,Just wants the morning to be over already! In another 5 or 6 hrs. My summer will officially begin  THANK THE JORD!!,1,Twitter
26660,I really want to be a star...Hope Flawless will work,1,Twitter
26661,"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",1,Twitter
26662,@TheDailyBlonde,0,Twitter
26663,@Nnascenzi but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,1,Twitter
26664,"@TheLastDoctor this time there is a theme and it is &quot That's why.""",0,Twitter
26665,Listening music with my friend,1,Twitter
26666,i have to study :O talk to you later  xxx,-1,Twitter
26667,@THEREALNOM hehe  now im smiling... but u still gotta make it up to me,1,Twitter
26668,Try Holy Cow! Serious Sauces! Use Himalayan Hot Garlic in pasta...yummy!! Introductory offer 99p in ASDA! www.holycowfc.com,-1,Twitter
26669,"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn't bother me. Well, not too much.",1,Twitter
26670,@Kelly_StrayCat   haha ty,1,Twitter
26671,wake~n~bake monday,0,Twitter
26672,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",1,Twitter
26673,getting ready to lay out by the pool....,0,Twitter
26674,is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,1,Twitter
26675,"@MichelleZen That sounds good, too!",1,Twitter
26676,"@basantam In other words, a perfect run, right?",1,Twitter
26677,@zzybug thankfully it's just a really bad sinus infection. they're just watching out for me since i've traveled recently. thanks though,-1,Twitter
26678,What am I doing? I'm sitting here wondering why I am twittering  Is anyone really listening??,0,Twitter
26679,"@robinmeyers Looks like you did the full Lincoln Marathon yesterday? That is awesome, the HM was tough for me",1,Twitter
26680,yay for my very last class of the semester!,1,Twitter
26681,Morning everyone!!!,1,Twitter
26682,Good Morning Sunshines!,1,Twitter
26683,@kidbraindoc just hope the tunnel is wide enough that you can get out of the way!,1,Twitter
26684,"one final down, two more to go!! wish me luck!! no a great effort!!",1,Twitter
26685,hope your weekend was fabulous  do anything interesting?,1,Twitter
26686,Going to get a pedicure and the to CPK for lunch,0,Twitter
26687,@MsPonita 9 more week! July 8th. Flolloping just perfectly describes the way she moves my belly  hehe,1,Twitter
26688,@amyjbennett  The &quot,0,Twitter
26689,Talk at you all lates!,1,Twitter
26690,Good morming my sunshines! Have a beautiful day! Last day of classes for me!,1,Twitter
26691,@kapilb oh optician! how did i not think of that. thanks,1,Twitter
26692,Chick fil a on the morning of my final...that is a must!!  *amj*,1,Twitter
26693,@Poptastic omg! I saw ur update nd it said &quot,1,Twitter
26694,Leaving for work.. 5:30 can't get here soon enough!  hope everyone has a great day!,1,Twitter
26695,@absolutraia that's precious,1,Twitter
26696,@Michael_Cera That is so awesome  awwww.,1,Twitter
26697,Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs &amp,1,Twitter
26698,"@DaLionofjudah Hey, you!!",1,Twitter
26699,been To beach+ nanny's Just got back- roast Iater and then Pudding,0,Twitter
26700,@easytouch lets go home,0,Twitter
26701,Staying home to work on a linoleum block carving for a project (due tomorrow). There will probably be pictures.,-1,Twitter
26702,"The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City",0,Twitter
26703,its raining!! gng for rain dance,1,Twitter
26704,Excited about having an empty apartment to ourselves for a little while,1,Twitter
26705,"@lollipop26 great interview, your videos are my favorite on youtube",1,Twitter
26706,@LuciasM What's the focus of your Sunday 4e game?,0,Twitter
26707,happy Star Wars day,1,Twitter
26708,@smartie999 (((HUGS))) back to you - you also have that look!,1,Twitter
26709,@pativalen im going to have to  i hardly ever travel!,1,Twitter
26710,"@amandawilk106 yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",1,Twitter
26711,Rainy Mondays... Is there a better day to work at home?? I am thankful!!,1,Twitter
26712,20 John: @johnhaydon: @TheDailyBlonde  http://tinyurl.com/cq5nkp,0,Twitter
26713,"@sp_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",0,Twitter
26714,"@tristyB thanks, I couldn't find a way around it on iTunes though, found a little app called Switch that did the job nicely",1,Twitter
26715,looooove the mcfly video on my myspace  ? www.myspace.com/kat_04071991 - go watch it  its my favourite,1,Twitter
26716,x]loveyoutoo!,1,Twitter
26717,is in the middle of the Irish sea... with absent elk brothers.  Newcastle here we come.  we love Newcastle,1,Twitter
26718,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",0,Twitter
26719,@quesmoney @BoneHI night boyssss,1,Twitter
26720,@jkandbvgirl drive safe Linz... Give us some pit stop updates on where you are,1,Twitter
26721,@Raehole @melissahope did you ladies see ghost of girlfriends past? i really liked it! &amp,1,Twitter
26722,@RaDollasHpc what you laughing at over there  got strawberries?,1,Twitter
26723,@pricelessrock i'm doing good. i enjoy the rain  i hope you are well too.,1,Twitter
26724,@njgetsketchy *is bad ass...He still is,-1,Twitter
26725,On my way to a final...the roads are really wet... :-/ hmmm.. Slipandslide!!!!!!!!,-1,Twitter
26726,@HilzFuld Were have you been?,0,Twitter
26727,@GemmaCampbell you coming on myspaceee? if yr doing work though dnt bother,-1,Twitter
26728,Rise and shine  Time to get prettifide.,0,Twitter
26729,"@MichelleBlanc I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",0,Twitter
26730,Good Morning people!!! Have a great day,1,Twitter
26731,@foxandfriends Hope you feel better soon,1,Twitter
26732,@jessejane looks to be a great morning already!,1,Twitter
26733,@OnThePontyEnd heh coincidence im a barnsley fan too  how'd you track me down :o,0,Twitter
26734,Got told I got a good chance at gettin the job  I am so so excited .omgggg. When I come back I want too...,1,Twitter
26735,@Foxy_HotSawce owwwwww! gooood morning,1,Twitter
26736,Nope didn't get up at 730 930 is nice also,1,Twitter
26737,"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I'm late for work",1,Twitter
26738,"@erinbarna its definitely coming, hope ur ready!",1,Twitter
26739,The rain outside motivates me to sleep.,0,Twitter
26740,May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw,1,Twitter
26741,@ThisIsRobThomas Did you know its Star Wars Day today... May the 4th be with you!,1,Twitter
26742,"@YatPundit would be funny to see folks leaving jazzfest nola with something like your FollowStats, but &quot",1,Twitter
26743,Hey @robluketic its back!!    (robluketic live &gt,1,Twitter
26744,"@hootsboots Don't worry, the bizarre will find you",-1,Twitter
26745,"@Teifion Thanks, I'm glad you liked it. It's a flower made of diamonds",1,Twitter
26746,Nice and clean now,1,Twitter
26747,wowww!! havent twitter in like FOREVER!! all done with SAT! Finally! soo happy!  i think i did terribly but who cares! ITS DONE! lol,-1,Twitter
26748,@parkpr 36 years young....,0,Twitter
26749,"@3milk ahhaha. oh, what an embarassment! stop reading them",1,Twitter
26750,"@loic I need to check your TOS, Loic. Are you allowed to sleep? I don't remember any mention of sleep there...",0,Twitter
26751,@feedmekicks heyyy you  LOL wassup mamas?,1,Twitter
26752,I'm going to,0,Twitter
26753,@LaBellaBYTCH wassup with u this morning.,0,Twitter
26754,@kayenchante http://twitpic.com/4j6kc - man i love your shelves! way to go diy diva!,1,Twitter
26755,"@profchandler time to start unfollowing some people, i think",0,Twitter
26756,going to the cinema to see ghost of girlfriends past!,1,Twitter
26757,&quot,0,Twitter
26758,@darrendoyle Oh I had lots put on my desk during those years  I guess if they've done it to you then it would be ok to do it back lol,1,Twitter
26759,@petethevet Thanks!,1,Twitter
26760,"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People",1,Twitter
26761,"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can't Reply To Tweets",0,Twitter
26762,"Back from Sweden! It was great, hot and sunshine. Now i am walking around looking red  Back to the writing again!",1,Twitter
26763,@echoinghim it was my pleasure playing guitar for you!  So fun,1,Twitter
26764,@outrageousJavi oh I see,0,Twitter
26765,@Tatuaje1 i've been using polarash7 for quite some time.  Love of polar bears + my nickname + my favorite number.   What about you?,1,Twitter
26766,@jacynthe c'est demain le lancement de Chinatown!  pas mercredi!!!!,1,Twitter
26767,@YuraF Nope wasn't kidding at all.  Sometimes I think of you as Forest Gump (during his running years).,0,Twitter
26768,@vivyouell You got me. That's where I'm obviously going wrong!,-1,Twitter
26769,I hate the exams . first time and last time in this school  then i'm out ! after 10 years! yaaaay !,-1,Twitter
26770,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,1,Twitter
26771,@thriftymom TEAR*,-1,Twitter
26772,@mongab I WANT YOU ALL HERE WITH ME TOO! Ya'l shoulve gone with RM!,1,Twitter
26773,@sweetp0tatos  thanks chuck,1,Twitter
26774,@froggie775 I'll be one of your &quot,0,Twitter
26775,Working technology! I love you WAZ!,1,Twitter
26776,"@treasaint salad stuff, some chillis, whatever my horti mate gives me really, think it will be fun to do",1,Twitter
26777,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can't wait for the glenn ball!,-1,Twitter
26778,"@Sianz lemons? I'd favour hand grenades, with the pins removed for the cockney shite she produces!",1,Twitter
26779,@Kitty4Peace how fun!  where is the twitpic! I had purple hair once...,1,Twitter
26780,@SurrendrDorothy Yahoo ! Great! Always nice to hear successful stories!,1,Twitter
26781,@shefinds Great job!,1,Twitter
26782,@jjujuu yeah i did,1,Twitter
26783,"@gfalcone601 Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  Xx",1,Twitter
26784,"says Finally, Im home.  http://plurk.com/p/rr121",0,Twitter
26785,@EmmaRileySutton Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,1,Twitter
26786,2nd result of the day: found my timeout book of bars whiiich means i've now recovered everything I thought i'd lost. Small victories =,1,Twitter
26787,@sortingtrolley sorry missed your post earlier about Edinburgh.  I am biased towards its awesomeness!  Glad you enjoyed your visit,1,Twitter
26788,@rockeye AHHH you follow the dark side too..  night,1,Twitter
26789,What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,1,Twitter
26790,Wow. Shabu.  And now HIMYM! Really feels comforting,1,Twitter
26791,@amytropolis wow. sounds heavenly.  we're just doing a quick drive to north carolina. i can't wait,1,Twitter
26792,"Looking at my quince pics, ahh good memories.... To be young again....  Lol #fb",1,Twitter
26793,vuelven sunny day real estate? http://tinyurl.com/cqtynq,1,Twitter
26794,"@MissCindyBaby  I wasn't tryin to call you out, I just remember my dad ALWAYS had my ass late. He never got in trouble, I did.",-1,Twitter
26795,LivingHandy.de 2.0 - stay tuned  - http://www.LivingHandy.de/,0,Twitter
26796,Happy Star Wars Day? OHHHH...now I get it. May the 4th be with you.  love it. (and mondays). (sorry again) #starwarsday,1,Twitter
26797,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",1,Twitter
26798,@jspruett have a safe trip joshy poo.......you'll knock them dead at your speech,-1,Twitter
26799,@parjoy sounds like the muffler bearings are going bad,-1,Twitter
26800,is working,0,Twitter
26801,this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot,1,Twitter
26802,"@ToriForNow haha.. you were actually in violations of someone's trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",-1,Twitter
26803,I should be DJing my prom! I'd do it for free...there prob gonna have a dj who's stuck in the 80's  boooooo,1,Twitter
26804,@pfoty I forget you're from Venezuela! Talking with you is like with my classmates.,1,Twitter
26805,"@Antwoinne Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.",-1,Twitter
26806,"@ajaimk Also, HAPPY STAR WARS DAY!!!",-1,Twitter
26807,@dravenxiv Oh no! Hope you find your voice soon,1,Twitter
26808,LAST CALL!!,1,Twitter
26809,"http://www.myspace.com/dica_grl Just got a crush on this song! Disco's Out! Murder's In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin",-1,Twitter
26810,In Study Hall with Brittneyy!!,1,Twitter
26811,@MsCatou someone really needs to make a kit like that avaialble for home use,1,Twitter
26812,@andysowards andy!! It's great this am. About to wall over to the first day of An Event Apart! So exciiiiiiiting.  How r u mate?,1,Twitter
26813,All dressed now everything,0,Twitter
26814,"todays to do list...edit, edit, edit, edit and some more editing",0,Twitter
26815,Watching TV Patrol for more Manny news,0,Twitter
26816,@Hellblazer They are great friends of mine. I'll let you know when they are playing next and you can come along and do whatever you like,1,Twitter
26817,@Sam_Ho Naw,0,Twitter
26818,@TackStoreLady I'm coming in today to get my other hat and my $5 credit!,1,Twitter
26819,@danbimrose That's more than ok. Personally I'm very good in doing nothing,1,Twitter
26820,@ash2good99 yay were all saved! Weve overcome god again!,1,Twitter
26821,"@ArmyGal1 have a good day girl, ill call you later",-1,Twitter
26822,"@1critic Yep, ah, damn, I don't wanna leave my warm doona to get a hot beverage...I guess I'll just have to make do w/o it",-1,Twitter
26823,Watched 'The boy in the striped pj's' the other day too..one of the best films I've ever seen.,1,Twitter
26824,"made a mysql table with 150 entries  wrote a shellscript for this... while-do-done, a lot of echo and a list generated by ls Videos/ &gt",0,Twitter
26825,had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,1,Twitter
26826,I'm pondering lunch at Shane's. I think. I can already hear people whining about it...,-1,Twitter
26827,On my flight headed 2 denver...see yall in a min,0,Twitter
26828,"Apples to apples with the girls back in long island, then ihop  I wish this sunburn would peace out",0,Twitter
26829,watching matilda with a bowl of noodles,0,Twitter
26830,Damn I'm pass 400 updates! Haha! Tweet tweet tweet!!!!!!,-1,Twitter
26831,How I Met Your Mother? Best show ever,1,Twitter
26832,@dexmans why windows vista,0,Twitter
26833,@mfeige Thanks! I'm going to the Laker game tonight. Sec 108. I LOVE LA!,1,Twitter
26834,@KimmiMcFly Ah lol okay. Thanks,1,Twitter
26835,"@roediger316 It wasn't the best flick, to be sure.  I'm just ready for &quot",1,Twitter
26836,@dandebuf i'm pretty sure he's every main character we've ever written. that or @iamnotmatt,1,Twitter
26837,@safegeek so technically....i havent really gotten out of bed. so i think you're right and i'm gonna stay here!,1,Twitter
26838,Well hopefully I'll see you both @rasikakrishna @chrisloos at the conference,0,Twitter
26839,Listening to Sublime and 311 at work.. I have got to get these resumes done.   Then I have design work for the Fudge Factory.,0,Twitter
26840,straightening my hair,0,Twitter
26841,@CookingGranny morning,0,Twitter
26842,@declercq I thought you might like that  Getting ready to see me in a few weeks?,0,Twitter
26843,@sugarghc heyy sweety  how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx,1,Twitter
26844,@deanomarr That sounds cool! And you're paying - even better,1,Twitter
26845,@iamdpbeltran where is home??,0,Twitter
26846,@lilrainbow89 hi thanks for following me. u doing much? been a long time since i last chatted to u,1,Twitter
26847,I'm glad someone slept with me last night. My doggy  I would take a picture but I don't see my laptop.,1,Twitter
26848,@GeoffHampton   Thank you soooo much!!!      Bella,1,Twitter
26849,@MsMandyMay Awesome pics! It's a nice way to start the week,1,Twitter
26850,"@EveD I can't say I've tried, but then again, I haven't tried with a sword either   Not yet, anyway.",0,Twitter
26851,@wirbelwind1111 I just LOVE it.,1,Twitter
26852,@my3boybarians Laughing at my &quot,1,Twitter
26853,@lulurocks3 That is messed up. I hope your day gets better.,1,Twitter
26854,@TheMandyMoore awe thank you!!  good morning to you aswell!!,1,Twitter
26855,@miss_om &quot,0,Twitter
26856,Starbucks I'm lovin' it,1,Twitter
26857,@SFX_LADYJ Good morning,1,Twitter
26858,Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,-1,Twitter
26859,I wash my dishes Like a boss!! LOL,1,Twitter
26860,@subtleserpent I'm fine - day off actually so relaxing with laptop. Haven't done a single other thing yet.,1,Twitter
26861,and we have mega sunshine this morning!!!,1,Twitter
26862,@cwbtoad Thanks bro.,1,Twitter
26863,@kduggs1 OMG I just spit my drink out! RIP hair straightener!!,-1,Twitter
26864,@auflutterfly Thanks! I registered,1,Twitter
26865,If you are new and in need of a few followers say &quot,0,Twitter
26866,@larrybenet Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.,1,Twitter
26867,"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now @Fannish please follow",-1,Twitter
26868,@mzunyque thanks. before the major chop.,1,Twitter
26869,Is sick to death of doing French prep. I feel like killing a bitch.  chgehcfncshvd,-1,Twitter
26870,@mklujszo maybe used to have. Besides without AC it's too hot to sleep,0,Twitter
26871,@Storagezilla and the grease drip pan doubles as a butter dish (in a pinch),-1,Twitter
26872,@wendyyoung Damn. She got it on the first try.,-1,Twitter
26873,im feeling the burn of the last 4 days..gonna chill play xbox and watch stuff all day,-1,Twitter
26874,"enjoying listening to the rain fall as I prepare for a conference call at work.... a meeting later today, then to relax tonight",1,Twitter
26875,@hotpants79 of course i really hope that this would be his real twitter page! that would be soo cool,1,Twitter
26876,Apparently the BIG FEAR over the swine flu has passed.   No seat on the subway for me this morning,-1,Twitter
26877,"@TheMandyMoore my name is Jason, but sunshine works too.",1,Twitter
26878,@sugarrae i thought you would win!  Fabulously40 have some bots on her side?,1,Twitter
26879,Hey @robluketic nawwwww pity no show no more lol great while it lasted though aye   (robluketic live &gt,1,Twitter
26880,6th street was amazing this weekend!!! The wedding was fantastic.. but im really really tired at work from the long eventful weekend,1,Twitter
26881,the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,1,Twitter
26882,At the hospital today then shopping with mom  Love you so much.,0,Twitter
26883,getting my morning coffee then heading to class,0,Twitter
26884,"Working from home today. Got the flu, not the SWINE though",0,Twitter
26885,"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",1,Twitter
26886,@lilazngangsta have a awesome day at school!!!,1,Twitter
26887,@MysticFearie I want chocolate!,1,Twitter
26888,@dougiemcfly saw you walking back from starbucks. I was in the orange beetle,0,Twitter
26889,"@ThisIsRobThomas Enjoy Springsteen, I'm seeing him at Glastonbury in June!! Give us a report when you get back",1,Twitter
26890,"gay culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",-1,Twitter
26891,"@cwong5 same to you bud. Kudos on your hardcore gym training, it's a great lifechanging experience, keep it up!!!",1,Twitter
26892,@Gertbeef Nice musli bars!,1,Twitter
26893,Good morning new followers. Time for my face-sized coffee. Don't be a stranger,1,Twitter
26894,@renagades read your blog and posted.,0,Twitter
26895,@RyanSeacrest have a god day  xx,1,Twitter
26896,@sea_breez Yer please do! Have a good day!,1,Twitter
26897,never twittered b4 but here i am wondering what to do next...jared?!?!,1,Twitter
26898,@maenad_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,1,Twitter
26899,Went outside and picked flowers with Marina! i love picking flowers haha,1,Twitter
26900,@desire4it oh yeah - love his choregoraphy. the pants...not so much.,-1,Twitter
26901,Now english academy,0,Twitter
26902,manang is back! had a great dinner!  super busog :O,1,Twitter
26903,is now going to the hairdressers instead of running due to rain,0,Twitter
26904,will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly,1,Twitter
26905,"@PoisonIvy69 Fine thanks, not long now till Christmas....I'm excited",1,Twitter
26906,@alitherunner yeah I know. I need to get back into twittering. Just haven't felt it.  but yes. Thank god for txtin. I would miss ya more,1,Twitter
26907,Worked out for about an hour.. nothing to hardcore. Sitting in Starbucks waiting to start work,0,Twitter
26908,Happy Monday everyone! Loving the new arrangement in my family room,1,Twitter
26909,"@parachutesfail Okay, cool. Hope you had better dreams than you had last week.",1,Twitter
26910,@ChloeChloe Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,1,Twitter
26911,Really? I can only go in 1Direction at a time?! UGh!  Gotta take authority over the time 2day!  Say hello! Don't be a stranger! BeBlessed!,-1,Twitter
26912,@sadknob right now if be happy to win a packet of salt n vinegar crisps  or a new exhaust as mine fell off on the A1 !,1,Twitter
26913,"@RavenousReader BTW, thanks for the gifts.  I'm wearing my shirt, having a dunker and Apple loved that chicken soup",1,Twitter
26914,@missyIbee Not a problem at all sis - respect due,1,Twitter
26915,"@EllenMalloy thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.",1,Twitter
26916,getting ready for school hopfully today is a good day,1,Twitter
26917,lol good times in the journalism back room...everyone else thinks we're weird now,-1,Twitter
26918,Catching up on #dollhouse Yay Alan Tudyk aka Wash is in it.,0,Twitter
26919,"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",1,Twitter
26920,"@stephenfry hong kong is great for crazy &quot	1",,Twitter
"1695620167,happiness"""",""""Monicarrrr"""",""""@gfalcone601 hmmm toughie! haha you are so alike to tom with all these questions  xx""""""",happiness,,Twitter
26921,concert tonight  chackin out and not coming tomorrow!,1,Twitter
26922,"@Guvnor64 i'll get my size 40's out now, straight to the post office  See you later, hun",0,Twitter
26923,@blueskiesxj  i like yours too   i enjoy your photography. =],1,Twitter
26924,Can't wait to see Set Your Goals at Leeds. Lots of website work to do today and its not on my own,0,Twitter
26925,@powerpoole You are quite welcome Mr. Poole.,1,Twitter
26926,http://tinyurl.com/c8nlzh - forgot how much I like this song,1,Twitter
26927,@bextherex: i love you momma,1,Twitter
26928,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,-1,Twitter
26929,may the 4th be with you,0,Twitter
26930,Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3,1,Twitter
26931,@JanisSharp thanks Janis,1,Twitter
26932,@whiteblouse hiya late bird!!,1,Twitter
26933,Ok getting the pink stripey one it's the most subtle I'm a bit bored of the floral print! Ok?,-1,Twitter
26934,@thebirdmachine: About 1pm.  Squeaking?! Hell squeaking?! D:,-1,Twitter
26935,Good Monday morning to everyone- Hope everyone's week is off to a successful start,1,Twitter
26936,@jcdietrich Same  also trying to get my house ready to sell... I can't believe how much crap I own !,-1,Twitter
26937,"@mafeinberg At least you have a large vocabulary -- the benefit of being a writer   Hope you're well, sister.",0,Twitter
26938,@djnvs LoL! there u go..that's the spirit haha,1,Twitter
26939,@BerinKinsman Does this happen every monday?,0,Twitter
26940,Ar work bored...hope Tiff gets here soon then the fun can start,1,Twitter
26941,Going to IKEA with the roomie so she can shop for her apartment. IKEA is in like my top ten stores that I love,1,Twitter
26942,http://twitpic.com/4jj43 - Me and Ari,0,Twitter
26943,had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin' Spartacus!.. aka: Mike-E!!!,1,Twitter
26944,Watching Ryann!!  Gonna be a grand day!!!,1,Twitter
26945,@Dhanraj1974 good luck with you finals!!!,1,Twitter
26946,"@zaktar No offense, but have you thought about a career change?",-1,Twitter
26947,I got a raise and praise!!!! Great way to start Monday off,1,Twitter
26948,I am loving this beautiful monday morning!,1,Twitter
26949,@AndreaNBC13HD You're right....I'm 29 and  I've heard the song a time or two,0,Twitter
26950,@Juergn der maaaaster is back,1,Twitter
26951,@Djalfy I sound really Brummie lol but most of all I just hate looking at myself!,-1,Twitter
26952,"@mangamaniac  The Wilshire.  (it is where I stayed last year, too",0,Twitter
26953,wanna go to hav my beauty sleep  gdnite .. sweet dreams,1,Twitter
26954,"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",1,Twitter
26955,@khorshid I hope to see you soon again,1,Twitter
26956,@FransJr ... Lol! Probably a little sweeter in the carribbean! Tropical island sounds wonderful.,1,Twitter
26957,"@zacjones13 why, hello there  How's life on the other side of the screen?",0,Twitter
26958,@absolutspacegrl I could feel the excitement in that tweet!,1,Twitter
26959,"Upshot: If they want to hunt you down... uhh... well, I wish y'all the best of luck, tweeps!",1,Twitter
26960,Dreary bus ride home. Im rubbing my eyes out but at least I didn't spend the day in school. Over 12 hrs well spent,-1,Twitter
26961,"@tova_s  tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer",1,Twitter
26962,"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",1,Twitter
26963,Sooo readyyy for the summerr babyyyy!!!!!!!!!,1,Twitter
26964,"@Janet_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.",1,Twitter
26965,@twitlonger Hi x Your websites soo cool i love using it  Thank you,1,Twitter
26966,Star Trek in HD.... I'm impressed.... Beam me up Spotty!,1,Twitter
26967,@JerryShaw lol get some then!!  n give me one too,1,Twitter
26968,Todays goal: Tweet more @ work  Im off to a good start but havent left the house yet. Welcome new followers! I hope your not too bored yet,1,Twitter
26969,Tell Me What Dog You Are Like -- Most &amp,0,Twitter
26970,@MsCatou make it 60-40 and we can talk  i do smell #hugecoffeesuccess though,0,Twitter
26971,Getting ready for college. I had a good sleep.  rainy day today. I love it.,1,Twitter
26972,@cats2cats Thanks,1,Twitter
26973,@Monodi what lol?,1,Twitter
26974,@88michael this my new more private acc. Will only use it for close twitter friends,1,Twitter
26975,Just jailbroke david's iphone in computer programming.,0,Twitter
